Cell_ID,Centroid,Cell Position X,Cell Position Y,Fano factor,PV,NV
1210,38,415.456,255.026,5.951724138,0.262222222,0.061458333
1211,0,449.76,254.086,0,0,0
1212,4,426.726,255.045,11.4057971,0.24,0.03125
1213,0,461.351,253.677,0,0,0
1214,70,392.916,257.363,2.062001228,0.140625,0.0703125
1215,65,403.902,256.331,2.549339549,0.152263374,0.064236111
1216,0,433.432,252.933,2.409090909,0.34375,0.007161458
1217,56,398.112,257.724,2.807717898,0.189236111,0.094618056
1218,45,410.181,257.006,6.400847131,0.193737769,0.073660714
1219,9,420.102,257.495,10.68484848,0.331578947,0.065625
1220,0,439.312,256.423,0,0,0
1221,0,455.899,256.635,0,0,0
1222,0,466.79,256.505,0,0,0
1223,0,472.658,257.072,0,0,0
1224,1,430.754,258.438,3.233333333,0.366666667,0.009548611
1225,0,444.975,257.809,0,0,0
1226,5,424.252,259.792,3.44,0.4,0.01875
1227,0,435.727,260.116,1,0.166666667,0.000868056
1228,0,478.34,259.444,0,0,0
1229,73,405.72,261.576,3.365296804,0.333333333,0.126736111
1230,0,450.662,259.831,0,0,0
1231,0,461.706,259.682,0,0,0
1232,57,400.903,261.527,2.299191375,0.15,0.059375
1233,18,415.846,261.26,17.62711864,0.362962963,0.085069444
1234,0,440.456,262.356,0,0,0
1235,76,395.954,263.485,3.202303816,0.174329502,0.078993056
1236,36,410.632,262.249,14.78116592,0.282191781,0.107291667
1237,0,456.899,262.667,0,0,0
1238,1,421.646,264.316,10.33333333,0.231481481,0.021701389
1239,0,446.149,264.049,0,0,0
1240,0,473.073,263.041,0,0,0
1241,0,431.853,264.747,0.833333333,0.333333333,0.001736111
1242,44,401.395,266.184,4.480902778,0.214912281,0.085069444
1243,3,416.999,266.745,7.763636364,0.277777778,0.026041667
1244,0,427.358,263.152,2.6,0.32,0.008333333
1245,0,452.601,265.21,0,0,0
1246,6,412.493,267.145,13.85074627,0.37037037,0.086805556
1247,0,462.252,265.779,0,0,0
1248,73,393.793,268.582,3.65751634,0.140625,0.0703125
1249,45,407.311,267.271,11.95090439,0.257990868,0.098090278
1250,1,426.587,268.225,0.666666667,0.666666667,0.003472222
1251,0,435.95,266.927,0,0,0
1252,0,473.545,268.694,0,0,0
1253,0,467.647,267.714,0,0,0
1254,0,431.447,270.677,0.833333333,0.333333333,0.001736111
1255,0,440.616,268.005,0,0,0
1256,0,421.274,269.971,1.854166667,0.533333333,0.013888889
1257,33,404.881,271.679,4.477876106,0.228571429,0.066666667
1258,0,444.734,269.757,0,0,0
1259,56,399.71,270.398,3.469902913,0.167123288,0.063541667
1260,21,410.364,272.343,10.31543624,0.303703704,0.071180556
1261,0,449.342,269.014,0,0,0
1262,49,396.036,273.178,1.729032258,0.21369863,0.08125
1263,5,415.679,272.331,6.45974026,0.224489796,0.024553571
1264,73,391.817,274.527,2.941514861,0.12202381,0.061011905
1265,1,425.833,273.131,2.75,0.233333333,0.006076389
1266,0,442.155,274.001,0,0,0
1267,0,469.169,272.963,0,0,0
1268,0,436.531,272.623,0,0,0
1269,27,406.72,277.153,7.473684211,0.24691358,0.069444444
1270,5,420.705,275.567,2.244444444,0.666666667,0.017361111
1271,54,401.313,275.601,3.658585859,0.170149254,0.059375
1272,0,430.402,275.511,0.833333333,0.333333333,0.001736111
1273,12,411.903,277.477,7.553030303,0.345679012,0.048611111
1274,0,448.98,274.657,0,0,0
1275,0,465.626,276.711,0,0,0
1276,3,416.751,277.996,3.8,0.283333333,0.017708333
1277,67,397.171,278.77,2.955823293,0.188034188,0.076388889
1278,1,425.218,278.063,3.228571429,0.28,0.007291667
1279,0,434.505,277.698,0,0,0
1280,0,460.427,277.159,0,0,0
1281,0,445.069,278.782,0,0,0
1282,44,402.344,280.746,7.04696449,0.236318408,0.082465278
1283,0,439.37,278.264,0,0,0
1284,78,392.822,280.999,1.170833333,0.141025641,0.057291667
1285,18,409.088,282.195,12.74625375,0.314935065,0.072172619
1286,0,421.89,282.243,2.613636364,0.275,0.007161458
1287,2,415.943,282.465,9.126126126,0.287037037,0.026909722
1288,0,429.156,281.265,1,0.166666667,0.000868056
1289,0,466.911,281.799,0,0,0
1290,50,397.299,284.316,5.843859649,0.217948718,0.088541667
1291,0,441.321,282.794,0,0,0
1292,31,403.272,285.164,10.1641541,0.326666667,0.085069444
1293,0,447.683,283.403,0,0,0
1294,0,472.293,283.902,0,0,0
1295,71,392.442,286.512,4.393684211,0.157303371,0.072916667
1296,2,412.686,286.05,9.965517241,0.277777778,0.026041667
1297,0,426.341,285.425,0,0,0
1298,0,437.527,286.122,0,0,0
1299,0,431.812,286.99,0,0,0
1300,7,408.242,287.876,11.94366197,0.290322581,0.046875
1301,0,417.697,287.221,1.666666667,0.333333333,0.003472222
1302,0,422.221,288.525,0,0,0
1303,0,455.146,286.56,0,0,0
1304,39,397.893,289.23,12.5497076,0.278095238,0.108630952
1305,0,427.435,290.249,1,0.2,0.001041667
1306,0,452.147,291.073,0,0,0
1307,2,98.5845,307.381,18.77714286,0.228571429,0.035714286
1308,1,100.298,313.262,26.54166667,0.339285714,0.07421875
1309,0,86.3408,295.917,0,0,0
1310,0,73.1392,296.206,0,0,0
1311,0,79.5758,297.169,0,0,0
1312,0,91.2762,299.558,3,0.166666667,0.002604167
1313,0,96.7635,300.899,11.74666667,0.231481481,0.021701389
1314,0,84.5453,301.854,0,0,0
1315,0,78.0741,303.454,0,0,0
1316,0,91.1404,305.321,2,0.166666667,0.001736111
1317,0,84.7357,307.273,0,0,0
1318,0,92.4931,310.814,1.333333333,0.375,0.00390625
1319,113,194.694,299.313,2.586740331,0.268639053,0.236458333
1320,154,193.715,303.9,2.458505719,0.086221471,0.075892857
1321,159,195.683,309.579,2.480566535,0.116766467,0.1015625
1322,149,194.105,321.042,2.432075472,0.091522158,0.082465278
1323,144,195.834,326.772,1.474918373,0.100877193,0.099826389
1324,149,196.886,347.081,2.083489097,0.096806387,0.084201389
1325,166,196.423,332.54,1.888387485,0.089473684,0.088541667
1326,124,145.26,294.512,1.835225772,0.097560976,0.083333333
1327,18,103.909,296.475,29.0972389,0.380952381,0.142857143
1328,164,138.18,295.126,1.882138114,0.146341463,0.125
1329,72,110.875,295.328,37.67869482,0.303658537,0.259375
1330,164,191.516,294.918,2.978156997,0.136094675,0.119791667
1331,130,157.873,295.956,0.873525074,0.065315315,0.050347222
1332,124,169.91,296.283,2.048304214,0.091698842,0.070684524
1333,143,132.69,297.521,2.846320346,0.1114082,0.108506944
1334,149,116.693,298.006,12.82488479,0.210801394,0.180059524
1335,141,122.424,297.632,1.630818278,0.101604278,0.098958333
1336,142,142.793,299.352,1.938654504,0.103658537,0.088541667
1337,138,153.431,299.102,0.857562408,0.087837838,0.067708333
1338,119,175.145,299.04,4.409137056,0.130232558,0.116666667
1339,172,181.084,299.485,1.959245283,0.162063953,0.145182292
1340,125,163.004,299.678,1.699353858,0.076576577,0.059027778
1341,169,187.957,299.509,2.555246054,0.108527132,0.097222222
1342,160,127.616,301.065,1.753703704,0.083778966,0.081597222
1343,63,109.772,301.024,42.02925327,0.302013423,0.234375
1344,162,137.424,301.922,0.89044072,0.075396825,0.065972222
1345,100,169.107,301.701,1.085758634,0.194852941,0.138020833
1346,118,157.767,302.634,1.048618785,0.097972973,0.075520833
1347,2,102.847,302.392,31.27130435,0.33968254,0.111458333
1348,156,186.915,304.033,0.555253623,0.044573643,0.039930556
1349,152,121.488,303.901,3.455284553,0.094810379,0.082465278
1350,99,115.17,304.814,27.35586207,0.309381238,0.269097222
1351,136,175.302,303.88,4.583941606,0.134689922,0.120659722
1352,148,150.866,304.78,1.964048866,0.110752688,0.089409722
1353,132,162.645,305.479,0.784281189,0.117965368,0.08110119
1354,150,180.718,305.445,0.852054795,0.070736434,0.063368056
1355,155,143.668,305.417,2.144998371,0.101190476,0.088541667
1356,30,107.063,306.647,34.85507246,0.35016835,0.180555556
1357,157,127.376,307.151,0.466362253,0.03992016,0.034722222
1358,114,155.814,307.937,1.931194296,0.150219298,0.118923611
1359,123,169.666,307.13,3.295742232,0.113207547,0.09375
1360,168,137.73,308.917,3.395242452,0.113715278,0.113715278
1361,156,184.594,309.32,0.731230284,0.051136364,0.046875
1362,147,190.072,309.213,2.25525243,0.09280303,0.085069444
1363,159,175.232,309.79,3.447559709,0.164658635,0.142361111
1364,167,119.783,310.412,10.28878792,0.228400342,0.198660714
1365,113,164.25,310.44,0.882417582,0.096969697,0.066666667
1366,65,113.038,310.046,37.90440252,0.290419162,0.252604167
1367,152,149.803,310.446,2.640201005,0.152631579,0.120833333
1368,118,143.657,310.815,5.821333333,0.20625,0.20625
1369,158,132.901,311.973,1.425897036,0.056547619,0.056547619
1370,122,158.662,312.289,1.296254257,0.074944072,0.058159722
1371,166,179.79,312.615,2.037554314,0.102272727,0.09375
1372,15,106.324,311.554,24.11483871,0.366153846,0.123958333
1373,161,126.1,312.191,0.14789916,0.031137725,0.027083333
1374,106,168.796,313.322,3.400625978,0.136268344,0.112847222
1375,149,152.924,315.407,2.186545162,0.12406015,0.098214286
1376,176,185.717,314.92,4.021525799,0.169507576,0.155381944
1377,115,191.887,314.546,2.819828115,0.266098485,0.243923611
1378,192,138.616,315.52,4.171452204,0.243303571,0.243303571
1379,115,146.227,315.992,4.486504065,0.190972222,0.190972222
1380,42,109.157,316.027,32.2,0.308928571,0.180208333
1381,112,115.718,316.157,24.90118397,0.29740519,0.258680556
1382,132,162.849,316.671,1.210372229,0.160353535,0.110243056
1383,123,172.907,316.418,4.845360825,0.158490566,0.13125
1384,156,122.501,317.488,2.789830508,0.099401198,0.086458333
1385,153,129.758,317.291,1.374922919,0.057291667,0.057291667
1386,147,177.601,318.369,2.141715629,0.090361446,0.078125
1387,119,157.285,319.033,1.974802016,0.12639821,0.098090278
1388,153,134.506,321.193,1.796178344,0.053819444,0.053819444
1389,120,182.506,319.908,2.364333947,0.232954545,0.213541667
1391,96,167.142,320.207,2.572781065,0.198850575,0.150173611
1392,173,188.421,320.08,3.882427709,0.159090909,0.145833333
1393,152,142.013,320.695,4.026307347,0.096354167,0.096354167
1394,147,149.295,321.58,2.238452269,0.117481203,0.093005952
1395,54,111.102,321.26,27.79575597,0.318014706,0.225260417
1396,136,118.665,322.448,19.02238443,0.327991453,0.266493056
1397,145,172.129,322.894,2.673167208,0.117777778,0.092013889
1398,109,161.621,323.435,2.63168239,0.125,0.096354167
1399,148,154.964,324.787,2.808057198,0.140939597,0.109375
1400,150,177.838,324.546,1.897107166,0.082352941,0.072916667
1401,154,184.06,325.418,2.119602361,0.087668593,0.078993056
1402,154,137.745,325.824,0.894076655,0.081818182,0.065625
1403,162,190.074,326.327,0.750306373,0.065510597,0.059027778
1404,98,123.642,326.856,3.464471404,0.166058394,0.118489583
1405,126,144.57,326.768,1.847280335,0.112554113,0.090277778
1406,134,166.041,327.075,2.27098831,0.150738916,0.113839286
1407,33,112.351,327.237,26.23510972,0.458333333,0.324652778
1408,111,150.519,328.481,2.10564663,0.157657658,0.121527778
1409,128,172.292,329.303,3.135012242,0.114705882,0.1015625
1410,96,117.688,329.319,15.21987315,0.21875,0.154947917
1411,137,132.217,329.892,4.305400372,0.145021645,0.116319444
1412,110,159.437,329.714,2.748362235,0.115990991,0.089409722
1413,170,178.492,330.429,2.491004253,0.167647059,0.1484375
1414,139,139.934,331.383,2.132909784,0.1,0.080208333
1415,144,184.689,331.215,0.846584217,0.114180479,0.107638889
1416,162,190.201,332.822,1.37969697,0.073664825,0.069444444
1417,110,123.895,332.398,2.52293578,0.107664234,0.076822917
1418,127,146.742,333.342,1.702014443,0.084474886,0.064236111
1419,146,154.226,333.405,3.145373797,0.19980695,0.154017857
1420,112,167.176,333.001,2.05483871,0.110067114,0.085416667
1421,107,161.427,335.299,5.120784795,0.149568552,0.116071429
1422,104,129.355,336.017,2.641025641,0.142335766,0.1015625
1424,114,173.382,335.364,4.231564898,0.200980392,0.177951389
1425,159,180.044,336.335,3.811403509,0.120626151,0.113715278
1426,104,141.289,337.457,2.564864865,0.208633094,0.151041667
1427,141,192.498,338.411,1.020470829,0.144751381,0.136458333
1428,124,150.995,338.757,4.102931152,0.130136986,0.098958333
1429,181,186.032,339.046,4.408733519,0.210734017,0.198660714
1430,149,167.486,339.209,8.545603272,0.263473054,0.229166667
1431,92,157.225,340.525,5.918330309,0.190068493,0.14453125
1432,167,174.056,341.628,7.161705255,0.261477046,0.227430556
1433,129,180.164,342.388,8.282857143,0.192265193,0.18125
1434,82,162.434,342.825,7.428988327,0.174496644,0.135416667
1435,166,190.297,344.518,4.617970468,0.120626151,0.113715278
1436,84,168.887,345.521,12.73679727,0.255988024,0.22265625
1437,99,183.433,346.537,8.47014218,0.276243094,0.260416667
1438,105,176.382,348.011,8.991438356,0.169161677,0.147135417
1439,164,190.322,350.614,6.363309353,0.194277108,0.16796875
1440,0,290.446,298.321,0,0,0
1441,0,293.063,303.031,0,0,0
1442,0,291.761,311.44,0,0,0
1443,0,292.941,316.422,0,0,0
1444,0,292.06,325.86,0,0,0
1445,0,293.315,333.213,0,0,0
1446,0,294.839,340.172,0,0,0
1447,0,293.275,357.325,0,0,0
1448,0,288.892,351.936,0,0,0
1449,10,229.497,294.064,25.65753425,0.287179487,0.097222222
1450,0,251.627,293.865,1,0.142857143,0.000744048
1451,152,198.129,295.282,1.94255177,0.093495935,0.079861111
1452,0,239.542,295.462,0.166666667,1,0.005208333
1453,0,280.026,295.325,0,0,0
1454,65,223.609,295.917,37.34725635,0.371584699,0.236111111
1455,1,234.06,296.994,6.688172043,0.30952381,0.022569444
1456,0,273.679,296.334,0,0,0
1457,0,256.048,296.966,0,0,0
1458,133,207.18,298.288,1.039057239,0.110059172,0.096875
1459,0,285.773,297.388,0,0,0
1460,122,216.887,297.576,15.54444444,0.218543046,0.171875
1461,0,261.595,297.868,0,0,0
1462,0,248.778,298.176,0.833333333,0.333333333,0.001736111
1463,0,266.986,298.84,0,0,0
1464,14,228.008,299.763,26.17232543,0.336734694,0.122767857
1465,153,200.908,300.026,2.383287466,0.09805579,0.086309524
1466,1,243.498,299.572,0.666666667,0.666666667,0.003472222
1467,151,211.302,300.917,3.112897822,0.126232742,0.111111111
1468,38,222.239,300.424,25.03120567,0.398360656,0.253125
1469,1,238.092,301.171,3.955555556,0.25,0.010416667
1470,0,281.789,300.527,0,0,0
1471,0,276.82,300.751,0,0,0
1472,0,252.866,301.323,0,0,0
1473,0,272.184,301.57,0,0,0
1474,0,258.136,302.006,0,0,0
1475,114,216.912,302.881,17.71130952,0.226907631,0.196180556
1476,4,232.835,302.846,7.808163265,0.352380952,0.038541667
1477,0,286.649,302.924,0,0,0
1478,0,263.759,302.865,0,0,0
1479,0,247.354,303.54,1,0.166666667,0.000868056
1480,169,205.484,304.683,2.237002342,0.120385233,0.111607143
1481,0,241.281,305.361,4.805555556,0.25,0.010416667
1482,0,269.788,305.403,0,0,0
1483,0,280.154,304.947,0,0,0
1484,123,199.865,304.893,1.592265193,0.197633136,0.173958333
1485,70,223.031,305.244,28.71925926,0.317073171,0.203125
1486,21,228.664,305.934,26.16903633,0.328571429,0.119791667
1487,166,211.101,306.482,4.568455285,0.156367041,0.144965278
1488,8,235.432,307.693,12.41904762,0.369047619,0.046130952
1489,0,253.319,306.698,0,0,0
1490,0,259.735,307.317,0,0,0
1491,0,288.4,307.271,0,0,0
1492,0,265.482,308.502,0,0,0
1493,0,275.965,307.779,0,0,0
1494,123,217.694,308.346,11.00308642,0.1937751,0.167534722
1495,0,246.802,308.594,2,0.166666667,0.001736111
1496,0,283.21,308.542,0,0,0
1497,147,201.518,310.352,2.062727273,0.111423221,0.103298611
1498,2,241.785,310.721,5.484848485,0.3125,0.013020833
1499,178,207.125,312.218,2.452459016,0.163723917,0.151785714
1500,70,223.827,310.91,21.25258799,0.256678281,0.164434524
1501,0,270.92,310.904,0,0,0
1502,24,230.949,311.855,21.15060241,0.233333333,0.085069444
1503,124,212.819,311.698,7.811895911,0.151685393,0.140625
1504,0,250.562,312.116,0,0,0
1505,0,256.127,312.97,0,0,0
1506,0,261.594,312.792,0,0,0
1507,0,280.418,312.753,0,0,0
1508,0,236.478,313.433,11.74842767,0.368055556,0.046006944
1509,0,286.86,313.393,0,0,0
1510,89,217.936,314.153,8.179201486,0.250656168,0.165798611
1511,0,245.799,314.83,1.444444444,0.25,0.002604167
1512,0,275.241,313.822,0,0,0
1513,26,226.615,315.046,14.46192893,0.317857143,0.115885417
1514,0,266.806,314.226,0,0,0
1515,167,197.356,316.092,1.842592593,0.124750499,0.108506944
1516,157,202.948,316.618,0.885173502,0.059550562,0.055208333
1517,1,240.647,317.003,1.083333333,0.416666667,0.004340278
1518,127,212.207,316.897,5.769565217,0.11329588,0.105034722
1519,60,222.297,317.61,20.59679767,0.256,0.166666667
1520,0,283.872,317.605,0,0,0
1521,17,229.825,318.459,25.26022803,0.299798793,0.110863095
1522,0,271.283,318.202,0,0,0
1523,0,251.553,318.113,0,0,0
1524,0,259.151,318.242,0,0,0
1525,0,265.099,319.067,0,0,0
1526,0,277.633,318.645,0,0,0
1527,152,206.742,320.735,3.316211878,0.103759398,0.102678571
1528,1,235.694,319.85,11.07843137,0.303921569,0.026909722
1529,125,217.856,320.899,9.411578471,0.204761905,0.149305556
1530,0,245.576,320.961,1,0.166666667,0.000868056
1531,0,289.354,321.047,0,0,0
1532,150,200.28,322.276,1.558761647,0.064035088,0.063368056
1533,0,254.942,323.172,0,0,0
1534,0,283.903,323.043,0,0,0
1535,125,212.543,322.922,2.137799043,0.102994012,0.089583333
1536,71,223.821,323.716,32.77934272,0.292857143,0.213541667
1537,0,240.734,323.608,0.666666667,0.5,0.002604167
1538,14,230.031,324.089,36.49726776,0.345070423,0.127604167
1539,0,261.049,323.95,0,0,0
1540,0,278.776,324.357,0,0,0
1541,0,267.195,324.134,0,0,0
1542,0,273.073,323.97,0,0,0
1543,0,249.916,324.3,0,0,0
1544,1,235.532,326.335,7.333333333,0.297619048,0.021701389
1545,190,202.388,327.833,1.863537741,0.202255639,0.20014881
1546,167,209.433,327.387,3.068432671,0.138596491,0.137152778
1547,140,216.677,327.953,11.52088149,0.219846022,0.191220238
1548,0,245.386,328.174,0,0,0
1549,0,269.592,329.436,0,0,0
1550,0,287.497,328.417,0,0,0
1551,0,257.101,329.347,0,0,0
1552,0,275.772,329.375,0,0,0
1553,70,222.554,329.627,33.73770492,0.277380952,0.202256944
1554,0,282.471,329.624,0,0,0
1555,0,263.133,329.826,0,0,0
1556,9,229.11,330.062,30.86574074,0.264285714,0.096354167
1557,0,240.31,331.117,1.733333333,0.277777778,0.004340278
1558,0,250.81,330.262,0,0,0
1559,138,206.722,332.455,2.384126984,0.123157895,0.121875
1560,145,212.704,334.794,8.436373419,0.155688623,0.135416667
1561,3,234.622,333.071,4.109090909,0.4,0.01875
1562,0,287.975,334.001,0,0,0
1563,0,278.6,334.161,0,0,0
1564,0,266.381,335.113,0,0,0
1565,144,201.356,335.301,1.947257384,0.096491228,0.095486111
1566,84,218.478,334.743,21.61241611,0.259770115,0.196180556
1567,39,224.981,335.562,19.9471831,0.283730159,0.124131944
1568,0,252.837,336.11,0,0,0
1569,0,272.744,335.108,0,0,0
1570,0,246.035,335.321,1,0.142857143,0.000744048
1571,0,259.516,335.49,0,0,0
1572,8,231.344,337.773,17.16835017,0.311965812,0.063368056
1573,0,283.26,336.218,0,0,0
1574,1,238.653,338.169,4.226890756,0.303571429,0.01264881
1575,161,206.831,338.577,0.400679502,0.10310559,0.086458333
1576,161,197.485,340.649,0.751786269,0.074297189,0.064236111
1577,0,288.569,339.573,0,0,0
1578,78,216.983,340.688,16.97647059,0.255033557,0.197916667
1579,0,276.792,340.062,0,0,0
1580,0,244.054,341.363,1,0.2,0.001041667
1581,0,263.356,341.161,0,0,0
1582,0,269.641,340.719,0,0,0
1583,0,250.274,342.237,0,0,0
1584,0,257.151,341.215,0,0,0
1585,34,226.278,341.881,16.26604069,0.282608696,0.1015625
1586,149,211.109,342.728,7.120343072,0.159110351,0.138392857
1587,0,282.732,341.841,0,0,0
1588,146,202.996,343.301,0.520891365,0.058882236,0.051215278
1589,5,233.884,343.65,14.76666667,0.269607843,0.047743056
1590,0,239.612,345.512,3.233333333,0.333333333,0.008680556
1591,0,273.298,345.87,0,0,0
1592,0,289.855,345.388,0,0,0
1593,0,278.957,346.466,0,0,0
1594,115,216.193,346.982,16.00890328,0.270373921,0.209821429
1595,69,222.449,346.725,19.05289673,0.284057971,0.170138889
1596,0,261.003,347.145,0,0,0
1597,0,267.191,346.573,0,0,0
1598,0,254.439,347.32,0,0,0
1599,18,228.472,348.27,21.6557971,0.304347826,0.109375
1600,0,284.448,347.798,0,0,0
1601,0,246.747,347.794,0,0,0
1602,167,204.332,348.583,3.850420168,0.20239521,0.176041667
1603,105,210.435,348.933,6.024883359,0.176646707,0.153645833
1604,4,234.251,350.234,6.944444444,0.277777778,0.026041667
1605,0,240.91,351.692,3.333333333,0.333333333,0.006944444
1606,0,270.688,351.536,0,0,0
1607,0,258.455,353.056,0,0,0
1608,0,276.681,352.074,0,0,0
1609,107,214.798,353.297,19.43781095,0.323913043,0.194010417
1610,43,222.136,352.543,30.90548523,0.333333333,0.199652778
1611,0,264.922,352.592,0,0,0
1612,117,197.747,352.588,3.512562814,0.25748503,0.223958333
1613,0,251.662,352.567,0,0,0
1614,0,246.777,354.98,0,0,0
1615,11,228.512,354.808,16.34375,0.308139535,0.069010417
1616,0,282.568,353.69,0,0,0
1617,4,235.356,357.073,5.315789474,0.340909091,0.01953125
1618,32,218.512,357.882,27.03846154,0.401869159,0.223958333
1620,0,270.057,356.751,0,0,0
1621,0,241.453,357.479,4,0.333333333,0.006944444
1622,0,277.479,357.621,0,0,0
1623,0,251.984,359.103,0,0,0
1624,0,263.509,358.149,0,0,0
1625,0,258.103,358.783,0,0,0
1626,0,282.562,359.675,0,0,0
1627,55,388.163,312.335,3.671990535,0.163511188,0.070684524
1628,61,388.8,318.052,1.598230088,0.140298507,0.048958333
1629,44,388.821,325.864,9.756812339,0.267346939,0.136458333
1630,92,387.681,331.308,9.080078125,0.266666667,0.138888889
1631,82,387.204,336.905,7.967592593,0.22,0.114583333
1632,0,332.639,293.542,1,0.166666667,0.000868056
1633,3,343.466,293.922,3.333333333,0.380952381,0.013888889
1634,83,381.705,293.088,0.634389671,0.073033708,0.033854167
1635,54,358.429,294.735,12.11394148,0.206349206,0.10639881
1636,85,376.568,293.849,1.749945307,0.101078167,0.055803571
1637,99,364.305,296.52,3.430363036,0.316498316,0.163194444
1638,0,318.105,296.202,0,0,0
1639,74,369.965,296.972,2.46039886,0.133647799,0.073784722
1640,0,312.815,297.195,0,0,0
1641,0,340.522,298.03,3.487179487,0.30952381,0.011284722
1642,0,329.124,297.915,0,0,0
1643,0,334.948,297.92,1,0.166666667,0.000868056
1644,69,384.23,297.649,1.120274042,0.101549053,0.04389881
1645,0,295.494,298.682,0,0,0
1646,0,324.008,297.716,0,0,0
1647,0,300.469,298.747,0,0,0
1648,0,307.116,298.564,0,0,0
1649,32,353.538,297.632,12.8716707,0.333333333,0.09375
1650,77,378.337,298.266,2.710743802,0.120754717,0.066666667
1651,7,346.282,298.729,13.65448505,0.303571429,0.050595238
1652,54,360.253,299.405,9.008429119,0.213804714,0.110243056
1653,57,390.767,296.682,2.567359507,0.164502165,0.065972222
1654,0,320.375,301.176,0,0,0
1655,106,373.186,300.54,1.917840884,0.254716981,0.140625
1656,41,356.037,302.292,7.753246753,0.234833659,0.089285714
1657,0,315.625,302.058,0,0,0
1658,0,326.081,302.859,0,0,0
1659,0,331.158,302.662,0,0,0
1660,0,337.114,302.127,2,0.166666667,0.001736111
1661,27,350.801,302.109,9.768115942,0.361788618,0.077256944
1662,82,366.284,301.679,3.166776388,0.122641509,0.067708333
1663,0,310.106,303.008,0,0,0
1664,0,303.994,302.252,0,0,0
1665,2,342.836,302.949,6.816666667,0.333333333,0.019097222
1666,64,380.43,302.302,2.431172773,0.198113208,0.109375
1667,74,385.467,302.913,1.995511222,0.146987952,0.063541667
1668,62,389.572,300.735,2.134831461,0.145945946,0.05625
1669,0,299.537,305.062,0,0,0
1670,11,347.196,305.246,8.092592593,0.290123457,0.040798611
1671,73,361.115,304.445,3.892568065,0.194444444,0.085069444
1672,79,369.927,305.309,1.10726257,0.118867925,0.065625
1673,0,322.072,305.82,0,0,0
1674,92,374.953,305.776,2.305785124,0.117924528,0.065104167
1675,0,333.81,306.864,0,0,0
1676,0,338.927,306.951,2,0.2,0.002083333
1677,0,305.567,306.971,0,0,0
1678,16,352.651,307.105,10.41929825,0.309090909,0.088541667
1679,0,294.522,307.386,0,0,0
1680,0,311.008,308.94,0,0,0
1681,0,317.006,307.409,0,0,0
1682,94,379.442,307.277,1.728813559,0.151595745,0.07421875
1683,83,384.976,307.589,3.627254509,0.184397163,0.090277778
1684,84,366.954,308.892,2.176706827,0.10952381,0.059895833
1685,0,329.362,309.342,0,0,0
1686,0,343.154,308.775,6.666666667,0.348484848,0.019965278
1687,64,362.346,309.194,1.685344828,0.136904762,0.059895833
1688,0,324.354,309.889,0,0,0
1689,55,357.082,309.356,8.601753745,0.268101761,0.101934524
1690,0,297.836,311.312,0,0,0
1691,9,347.569,311.021,10.92694064,0.279569892,0.045138889
1692,94,372.115,310.826,1.177316294,0.092063492,0.050347222
1693,0,303.171,311.387,0,0,0
1694,0,336.043,311.854,1,0.142857143,0.000744048
1695,0,315.648,312.672,0,0,0
1696,80,381.909,312.242,3.305285412,0.152083333,0.076041667
1697,31,351.947,312.941,12.49431818,0.318181818,0.091145833
1698,0,321.08,313.538,0,0,0
1699,0,308.774,313.427,0,0,0
1700,1,342.392,313.828,4.385964912,0.333333333,0.015625
1701,72,362.011,313.877,8.707207207,0.203174603,0.111111111
1702,0,327.149,314.804,0,0,0
1703,39,355.978,315.086,7.91496063,0.216666667,0.08125
1704,105,368.072,314.559,2.020624303,0.217460317,0.118923611
1705,76,376.642,312.205,0.934823091,0.1875,0.09375
1706,0,332.481,316.177,1,0.166666667,0.000868056
1707,5,347.792,317.052,10.0875,0.295698925,0.047743056
1708,0,298.695,317.018,0,0,0
1709,0,303.817,316.819,0,0,0
1710,65,382.945,316.737,2.654666667,0.126736111,0.063368056
1711,0,337.824,316.811,2.4,0.3,0.00625
1712,0,312.841,317.049,0,0,0
1713,0,318.1,318.082,0,0,0
1714,73,364.188,319.149,7.916993464,0.185714286,0.1015625
1715,96,374.769,316.606,1.935494652,0.15952381,0.087239583
1716,0,308.329,319.804,0,0,0
1717,36,358.804,319.013,8.87440273,0.293150685,0.111458333
1718,0,323.617,319.152,0,0,0
1719,74,369.296,320.014,1.727913279,0.157142857,0.0859375
1720,4,342.447,319.513,2.913043478,0.314814815,0.014756944
1721,21,352.973,320.31,10.24824356,0.362637363,0.098214286
1722,0,314.233,322.153,0,0,0
1723,0,328.971,320.682,1,0.166666667,0.000868056
1724,76,379.123,320.676,2.449799197,0.151360544,0.077256944
1725,0,302.353,322.122,0,0,0
1726,0,320.41,323.199,0,0,0
1727,1,335.635,321.613,2.142857143,0.321428571,0.006696429
1728,0,296.182,322.013,0,0,0
1729,82,374.163,322.059,1.1234375,0.098969072,0.05
1730,67,384.63,322.031,4.664233577,0.144897959,0.073958333
1731,9,347.872,322.958,19.90614887,0.22875817,0.060763889
1732,52,359.23,324.086,11.15042735,0.207482993,0.105902778
1733,3,341.879,324.448,3.244444444,0.316666667,0.016493056
1734,98,365.581,325.007,4.216882317,0.246598639,0.125868056
1735,0,308.548,325.437,0,0,0
1736,0,325.073,325.411,0,0,0
1737,87,371.338,326.502,1.699074074,0.111607143,0.065104167
1738,0,331.04,325.981,0.833333333,0.333333333,0.001736111
